text_akhir,polarity,label_ml
ui mudah paham pasti baik,positive,positive
verifikasi wajah,neutral,neutral
aplikasi buka pakai data pakai wifi tolong baik,negative,negative
senang pakai blu bca dgital kasih bintang deh terimakasih,positive,positive
terimakasih layan uang mohon update aplikasi berat jalan,positive,positive
bikin akun diarahin screen lock udh coba ribet auto uninstal,negative,negative
aplikasi gw h transaksi uang gweh ambil transfer,negative,negative
loginkatanya sesi habis masuk yukudah coba x,negative,negative
tingkat transfer gratis bank batas trmks,positive,positive
keren pokokna mah blu moga depan banyakin fitur keren reward gratis,positive,positive
kali download bagus banget cashback lain kesini biaya setor tarik pakai admin,negative,negative
aplikasi usak kacau login jam kendala,negative,negative
teraktivasi overall app simple element fitur bayar flazz bca,positive,positive
tolong autentikasi wajah baharu gagal tunggu jam gagal kali tong cepat baik,negative,negative
gatau gabisa gabisaa uninstalsusah masuk lelet logout isshhhh,negative,negative
aplikasi berat banget cocok buru transaksi serba lamaaamaaf,neutral,neutral
blu bantu aplikasi mudah promo sedia,positive,positive
buka rekening kendala video call selesai,negative,negative
alhamdulillah aplikasi blu digital batu transaksi apa,positive,negative
nasabah bca tulis kartu atm proses registrasi salah salin sesuai kartu,positive,positive
buka suda minggu februari buka buka ferifikasi ulang kode referal masuk ganti bantu saldo endap,negative,negative
bagus aplikasi kendala apa pokok kenal nyesel download aplikasi bank pokok aman percaya,negative,negative
fiturnya baguscuma lambat buka aplikasidan rilis kartu atmnya,positive,positive
bagus cocok transaksi serba cepat dapat cashbacknya,positive,positive
bagus banget enak apk ringan mudah erti nabung,positive,negative
verifikasi wajah sulit deteksi coba hp,positive,positive
aplikasi udh bagus butuh optimal lag,negative,negative
donlod apk kenal wajah sulit ganti hp nabung blu bca,positive,positive
bantu nyaman mudah pakai cocok mudamudi zaman,positive,positive
apalikasi manfaat guna dqn mudah memtransfer terimakasih blu bca,positive,positive
mudah asik lihat fiturnya gampang erti terimakasih blu,positive,positive
bagus alangkah tambah kartu debit mohon untik fitur nya tambah overall fungsi bagus,positive,negative
halokenapa yah akun blu transaksi tarik tunai transfer mohon bantu yah terima kasih,positive,positive
proses verifikasi phonedah x tunggu sambung,negative,negative
ganggu transaksi lancar kasih bintang,positive,positive
klik koder yasintwdh mantap sekalifree biaya admin transfer bankterbaikku rekening gampang,positive,positive
asli susah vidcall sinyal udh bagus stabil pas antri putus,positive,positive
suka sm bluaplikasinya lengkap mudah guna mantapp blu,positive,positive
bayar va menu trx tokopedia,negative,negative
tampil aplikasi keren operasi mudah,negative,negative
suka gampang gunainnya guna banget saran fitur token listrik biar lengkap,positive,positive
praktis ribet enak pakai bca hehehe,positive,positive
bikin account mudah lancar dukung cs jam buka rekening,positive,positive
wkwkwk kirain mbcanyatanya aplikasi jenis ovodanaflip dlldi topup ovo bisaharus dr rekeningduuhh emaneman lanjur daftar,negative,negative
praktis potong biaya bulan cocok banget org kaya,positive,positive
blu update pdhl uang kepake solusi,positive,positive
ribet blu ngubah atur hp kaya kunci layar alamat proxy emailno hp,negative,negative
susah banget daftar daftar kode otpnya masukmasuk,negative,negative
ayo tamba transfer gratis kalah dg apk x gratis transfer apk syarat uang endap,positive,positive
aplikasi nginstal nungguin jam rekening telpon vc habisin kuota tau gagal fixx aplikasi error,negative,negative
upload foto ktp sulit koneksi putus pdhl nonton youtube instagram lancar kuota banyakkk payahhhh deh anteng si biru,positive,positive
kadang loading lambat jaring,positive,positive
suka pakai blu bca transfer blu terusin bank gratis pilih rekening cantik,positive,positive
mantap fitur nyaman atur uang,positive,positive
blu transaksi mudah cepat,positive,positive
tambah bayar virtual lengkap belanja market place,negative,negative
senang pakai aplikaai blu trnsaksi pakai qris cashback minimal transaksi ayo tingkat,positive,positive
bagus aplikasi cepat akses ketimbang bca,negative,negative
verifikasi cepat layan cepat accord sipppppppp,neutral,neutral
mantap apknya coba fitur e money ditambahin dana gampang transfer mana,positive,positive
verifikasi email email kasih verifikasi menit,positive,neutral
tetep daftar ulang gmn aduuuh,negative,negative
jalan bulan make blubca worth jaman scan,negative,positive
bayar norek cantik banyak pakai qris biar gampang,negative,negative
saran tolong bikin kerjasama shopee tokopedia biar capek beli barang luasin bayar,negative,negative
alhamdulillah nyaman nabung dasar post post kebutuhansemoga kendala bikin emosi,positive,positive
trus sja error system pelihara,negative,negative
mudah transaksi pakai mudah paham manfaat terima kasih blu bank,positive,positive
mantapp ngaturr keuangaan pakai blu bnyak promonyaa transfer rek bank topup emoney gratisss tiss,neutral,neutral
mudah transaksi fiture cashback realistis terimakasih blu bca digital,positive,positive
bifast non aktif transfer bca kena charge trus guna benefitnya transfer bca kena charge,negative,negative
aplikasi berat banget buka mohon solusi,neutral,neutral
daftar pas proses vidio call angkat trus lngsung mati,positive,positive
ketuk top emoney muncul ewallet dana ovo gopay emoney mandiri tap cash bni flazz bca,positive,positive
buka rekening gin jam blu bayar,negative,negative
gabisa masuk padal transaksi rada kecewa sistem bca digital,negative,negative
terimakasihh pos tabung depanngga buka rekening,positive,positive
aplikasi jelek digumakam kirim kode verifikasi,negative,negative
log dmnta isi kode otp trus kirim kode otp deh bbrp x mncoba dsuru operator call center mohon cerah,negative,negative
kali open jaring putus pdhl koneksi bagus,negative,negative
fitur bagus kendala kupon gratis tranfer pas rekening dana tolong fitur isi saldo kartu flazz nfc,positive,positive
dukung sinyal main game nonton vidio lancar buka apk transfer susah,positive,positive
kode otp masuk hubung halo bca suruh hubung halo blu pulsa isi kode otp masuk provider jaring normal jaring kuat kendala,negative,negative
biaya tarik setor tunai rp atm bca murah grup bca gratis bni syariah setor tarik tunai atm bni gratis bsi setor tarik tunai mandiri gratis langsung masuk setor tunai mah biarin ulang uang tolak mahal,positive,positive
virtual accountsesama bca bayartarik tunai bayaraplikasi memudahkanbukan bikin susah,neutral,neutral
aplikasi update urgent suka sebel,negative,negative
bug camera hitam foto android,negative,negative
far si oke wlo berat appsnya ng lag gtu,positive,positive
jelek banget jaring error masuk butuh desak butuh uang bayar tagih huuuhhhh,negative,negative
verifikasi email susah banget suruh disebutin berkalikali tetep salah vc pegang ktp tahap verif email doang susah nyebutin udh tetep bilamg salah payah,negative,negative
daftar mudah videocall cepat dpet lngsung hubung jugaa aplikasi fitur smoga smakin mudah nasabah,positive,positive
jaring lancar bilang koneksi putus,positive,positive
banget koneksi putus internet lancar,negative,negative
tolong bantu admin verifikasi foto selfi sukses kasih bintang full kasih bintang,positive,positive
udh ulang kali daftar gakbisa heran pas bilang mana salah mala kasih salah gni pusat atm bca tolong erti,negative,negative
mudah bantu tabung transaksi potong admin bulan mantappp,positive,positive
bintang mudah kena biaya bca bagus bangett dahh,negative,negative
terima kasih responnya ratingnya ubah moga fitur fitur layan tarik,positive,positive
bintang lihat lanjut aplikasi top indomaret kak biar ribet atm bca,negative,negative
neng banget pakai blu bebas biaya transfer bank moga guna,positive,positive
bantu transaksi mudah bikin rekening ribet,positive,positive
blu bca digital mantap transfer bank gratis sukses slalu bca terimakasih bca suka transaksi ayo daftar blu bca digital jamin suka,positive,positive
verifikasi vc berhasilsaya saranin verifikasi vc jam pagi sajathanks,negative,negative
update saldo,positive,positive
nambah biaya setor tarik uninstal bca,positive,neutral
nice banget kadang load signal apk terima kasih blu,positive,positive
aplikasi bnaget diprosesa tunggu pagi ampe sore trus bikin keselll,negative,negative
bagus kembang transfer bank gratis bebas biaya bulan,neutral,negative
asik blu bca digital tingkat mutu aplikasi nasabah mengunakan nyaman,positive,positive
mantap aplikasi tambahin fitur kocok arisan icon arisan tagih arisan fitur bayar lengkapin sprt bayar uang sekolah air listrik cicil lain terima kasih,negative,negative
bagus cman saran bank lengkap mohon bank trmks,negative,negative
pas verifikasi nasabah salah internet setabil tolong solusi min,positive,positive
bantu mua irit biaya kirim uang,positive,positive
bagus kurang qris terima bayar,negative,negative
ta kasih bintang kecewa biaya administrasi setor tunai atm tarik tunai kena biaya adminjadi bca digital pindah bank digital bebas biaya admin goodbye bca digital,negative,negative
aplikasi digital banking baik user friendly banget bank swasta besar percaya,positive,positive
apknya lumayan ajar dlm gampang transaksi,positive,positive
dear blu bca digital mohon bantu konfirmasi kali bukaulang kirim foto,positive,positive
proses regis mudah mantap minim biaya best emang bca digital,positive,positive
keren banget mudah proses buka app ringan,positive,positive
aplikasi bantu tabung respon miminnya oke,positive,positive
kode referal alisopmtx saldo gratis rp kode undang apk mudah dompet digital buka rekening saldo gratis simpan uang rekening saldo bunga transaksi pakai rekening chasback gratis pakai kode referal daftar alisopmtx terimakasih,positive,positive
bank digital laku konsumen nasabah pinjol transaksi pakai pin ttp suruh scan wajah suruh hadap kanan kiri buka tutup mulut gilaa bayar makan pakai uang utang pinjol paksa,negative,negative
mudah transaksi aplg trf bank kena charge far bagus banget,positive,positive
ok banget bantu skali transaksi tranfer smoga ok trus blu,positive,positive
aman cepat nabung dsni okee banget,positive,positive
bintang fasilitas kartu debit visa aplikasi jenius jago,negative,negative
susah banget daftar bca best banking kurang gara blu sayang,negative,negative
video call putus sinyal bagus aplikasi jji bagus,negative,negative
siang kakak sebenernya si apk bagus susah nyambung vc tunggu jam skaranh jam ko nyambung,negative,negative
telpon angkat langsung reject jam daftar titip uang kali uang hadeh,neutral,neutral
kerenn habis bca blu mudah cepat dlm transaksi transper,positive,positive
buat rekening mudah kartu rumah transaksi bank potong moga aman,positive,positive
kesini aplikasi lelet loading cepat baik guna nyaman tabung,positive,positive
aplikasih blu bca transfer gimna transfer,neutral,neutral
niat pindah blu foto selfie kedetek melulu susah daftar tolong baik,negative,negative
bayar via qris bagus jelek,negative,negative
status transfer hasil saldo masuk komplen respon,positive,positive
terima kasih blu bca bantu transaksi tabung senang transaksi cepat aman sukses blu bca,positive,positive
tolong blu baik masalah butuh,negative,negative
manfaat fitur lengkap aman mudah,positive,positive
oke masuk aplikasi lamasama shopeepay yah,negative,negative
kacau kecewa user transfer uang error login kapok pakai blu tolong baik,negative,negative
segi tammpilan oke kini kembang fasilitas bayar bayar pdam minim muncul pdam kotakota provinsi biaya admin transaksi mahalmahal minimal disamkan admin bank biaya admin bayar listrik disnini tembus rp pakai bank rp,negative,negative
aplikasi lelet masuk pin transisi menu loadingnya abad,negative,negative
bagus aman pakai transaksi harap tingkat kualitas,positive,positive
apaansi update versi gabisa masuk loading doang,negative,negative
aplikasi bagus suka tanggal september transfer mohon informasi,negative,negative
aplikasi lumayan bagus,negative,negative
knapa skrng transfer transaksi gagal trus jaring udh bgus,positive,positive
error buka aplikasi transaksi kacau,negative,negative
bantu tabung butuh transaksi,positive,positive
aplikasi berat loading tingkat,negative,negative
eh sumpah tingkatin kualitas fiturnya udh oke super lelet bangettttttttt kuat dhh,positive,positive
